Airline,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16h 50m,1 stop,No info,5704
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,16:35,22:15,5h 40m,1 stop,No info,5268
GoAir,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898
SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No info,3847
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,10877
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No info,8371
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,No info,7038
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,14571
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 10 Jun,13h 20m,1 stop,In-flight meal not included,11841
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 19 May,23h 10m,2 stops,No info,15129
SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,00:40 16 Jun,2h 20m,non-stop,No check-in baggage included,3841
Jet Airways,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 25 Jun,25h 5m,1 stop,In-flight meal not included,10262
Air India,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460
IndiGo,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,7648
Vistara,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,8610
IndiGo,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442
IndiGo,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,12351
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 22 May,8h,1 stop,No info,14067
IndiGo,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
Vistara,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:10 25 Mar,29h 10m,1 stop,No info,12102
Jet Airways,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040
IndiGo,Banglore,New Delhi,BLR → DEL,10:05,13:00,2h 55m,non-stop,No info,7648
IndiGo,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,6582
Vistara,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668
IndiGo,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,00:40 02 May,2h 20m,non-stop,No info,3873
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,8476
IndiGo,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,5636
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,8586
IndiGo,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
Air India,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6881
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844
IndiGo,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,No info,4226
Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 10 May,23h 45m,1 stop,In-flight meal not included,12373
Air India,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,21:50,13h 30m,2 stops,No info,10697
Jet Airways,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 25 Jun,26h 35m,2 stops,No info,9443
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 19 May,22h 55m,2 stops,In-flight meal not included,13029
Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04:25 23 Mar,34h,2 stops,No info,12347
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 02 Apr,14h 25m,1 stop,In-flight meal not included,7064
Jet Airways,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 07 Mar,15h 25m,1 stop,In-flight meal not included,13843
IndiGo,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4174
Multiple carriers,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9h 25m,3 stops,No info,16294
SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
IndiGo,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4423
Air India,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5201
Air India,Banglore,New Delhi,BLR → BOM → IDR → DEL,06:45,11:10 07 Mar,28h 25m,2 stops,No info,12599
IndiGo,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
Air India,Kolkata,Banglore,CCU → BOM → TRV → BLR,09:25,10:30 25 May,25h 5m,2 stops,No info,12797
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 25 May,14h 30m,1 stop,No info,13067
Vistara,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 25 May,22h 30m,1 stop,No info,9345
IndiGo,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6818
Jet Airways,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,12:35 13 Jun,18h 15m,2 stops,No info,14300
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 16 May,7h 15m,1 stop,No info,13727
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,16:55,10:25 19 Mar,17h 30m,1 stop,In-flight meal not included,7832
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:00,12:55,8h 55m,1 stop,No info,16259
IndiGo,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,11:40,08:15 07 Mar,20h 35m,1 stop,No info,16736
Air India,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,05:25 07 Jun,20h,2 stops,No info,13217
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,6637
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 10 Jun,17h 5m,1 stop,In-flight meal not included,10844
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,In-flight meal not included,8401
SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 25 Jun,8h 25m,2 stops,In-flight meal not included,12410
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 19 May,13h 30m,2 stops,No info,15129
IndiGo,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423
Jet Airways,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,No info,16079
Air India,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,08:55 07 Jun,18h 25m,2 stops,No info,15894
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,9103
Air India,Delhi,Cochin,DEL → BLR → COK,09:45,08:15 13 Jun,22h 30m,1 stop,No info,8991
Air India,Kolkata,Banglore,CCU → BOM → HBX → BLR,16:50,18:20 02 Apr,25h 30m,2 stops,No info,7893
IndiGo,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,4575
SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,21:20,15h 35m,1 stop,In-flight meal not included,7832
IndiGo,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,23:25 25 Mar,26h 15m,1 stop,No info,13759
Jet Airways,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229
SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1 stop,No info,9794
Air India,Delhi,Cochin,DEL → BLR → COK,13:30,08:15 28 Mar,18h 45m,1 stop,No info,6681
IndiGo,Banglore,Delhi,BLR → DEL,21:15,00:15 22 Apr,3h,non-stop,No info,4423
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844
IndiGo,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,7258
Jet Airways,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 10 Jun,22h 5m,1 stop,No info,14924
Vistara,Banglore,New Delhi,BLR → AMD → DEL,06:40,10:25 16 Mar,27h 45m,1 stop,No info,6590
Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 04 Jun,15h 40m,1 stop,In-flight meal not included,10262
SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No info,5515
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,In-flight meal not included,6643
IndiGo,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
IndiGo,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,6493
IndiGo,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218
Air India,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,19:15,13h 20m,2 stops,No info,10861
IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,7094
SpiceJet,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 25 Mar,1h 25m,non-stop,No info,2227
Jet Airways,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544
Air India,Banglore,New Delhi,BLR → CCU → BBI → DEL,05:50,16:20,10h 30m,2 stops,No info,7664
Jet Airways,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,8016
Air Asia,Kolkata,Banglore,CCU → BLR,22:50,01:20 28 May,2h 30m,non-stop,No info,3807
Air India,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,19:15,12h 5m,2 stops,No info,12698
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 25 May,22h 10m,1 stop,In-flight meal not included,8586
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 02 Apr,22h 10m,1 stop,In-flight meal not included,7064
IndiGo,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5601
SpiceJet,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,7317
Air India,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,10:00,10:30 07 May,24h 30m,3 stops,No info,12797
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,06:15,10:30,4h 15m,1 stop,No info,4226
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,14151
IndiGo,Delhi,Cochin,DEL → BOM → COK,10:45,01:35 28 Mar,14h 50m,1 stop,No info,6628
IndiGo,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,8033
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,11200
IndiGo,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40 13 Jun,12h,1 stop,No info,5192
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 13 Jun,18h 45m,2 stops,No info,13014
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,22:35 22 May,25h 25m,1 stop,In-flight meal not included,10844
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,07:00,15:30,8h 30m,1 stop,No info,15603
GoAir,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,4239
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 13 Jun,20h,1 stop,No info,13044
Jet Airways,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 28 May,24h 45m,1 stop,In-flight meal not included,12898
SpiceJet,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1 stop,No info,6013
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,No info,14781
Jet Airways,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 22 Mar,10h 55m,1 stop,No info,12557
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:45,18:50,14h 5m,1 stop,No info,13875
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,04:25 16 Jun,18h 50m,2 stops,In-flight meal not included,11507
Air India,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510
GoAir,Kolkata,Banglore,CCU → AMD → BLR,16:25,00:05 25 Mar,7h 40m,1 stop,No info,10198
Jet Airways,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,8355
Jet Airways,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016
IndiGo,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6314
Air India,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5831
Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 25 Jun,9h 10m,1 stop,In-flight meal not included,10262
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:55,01:35 07 Mar,11h 40m,1 stop,In-flight meal not included,15136
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,20:35,10:25 19 Mar,13h 50m,1 stop,In-flight meal not included,7832
SpiceJet,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3859
IndiGo,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4174
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5h 40m,1 stop,No info,19225
IndiGo,Delhi,Cochin,DEL → BOM → COK,04:45,21:00,16h 15m,1 stop,No info,10518
IndiGo,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
Air India,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,7276
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,12192
Air Asia,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 02 Jun,14h 25m,1 stop,No info,11410
Air India,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 22 May,15h 20m,2 stops,No info,13033
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,15:15,9h 30m,1 stop,No info,26890
IndiGo,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45 16 May,25h 50m,1 stop,In-flight meal not included,10844
Air India,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 13 Jun,30h 20m,2 stops,No info,12436
IndiGo,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
IndiGo,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227
Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 02 Jun,15h 40m,1 stop,In-flight meal not included,10262
Jet Airways,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 04 Mar,20h 25m,1 stop,No info,17024
Jet Airways,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,04:25 28 Mar,22h 5m,2 stops,In-flight meal not included,9296
Air India,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,6094
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 10 Jun,20h 15m,1 stop,In-flight meal not included,8586
Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 16 Jun,21h 40m,2 stops,In-flight meal not included,10919
GoAir,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 10 Jun,7h 35m,1 stop,No info,9495
Jet Airways,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 13 Jun,6h 35m,1 stop,No info,14714
Air India,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,5201
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 28 Mar,23h 40m,2 stops,No info,7090
IndiGo,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4575
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646
IndiGo,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646
Jet Airways,Mumbai,Hyderabad,BOM → HYD,19:40,21:10,1h 30m,non-stop,In-flight meal not included,4050
Jet Airways,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 10 Jun,21h 10m,1 stop,No info,14714
IndiGo,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
Jet Airways,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 10 Jun,24h 45m,1 stop,In-flight meal not included,10577
GoAir,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 07 Jun,16h,1 stop,No info,14571
Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 16 Jun,21h 40m,2 stops,In-flight meal not included,10919
Jet Airways,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,8016
IndiGo,Delhi,Cochin,DEL → HYD → COK,04:55,12:00,7h 5m,1 stop,No info,6287
Air India,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 07 Jun,15h 5m,1 stop,No info,8366
Jet Airways,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,In-flight meal not included,15400
Vistara,Banglore,New Delhi,BLR → DEL,19:40,22:20,2h 40m,non-stop,No info,8553
SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Air India,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40 10 Apr,25h 45m,2 stops,No info,10021
SpiceJet,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597
IndiGo,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332
GoAir,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898
Jet Airways,Mumbai,Hyderabad,BOM → BDQ → DEL → HYD,13:05,16:50 07 Mar,27h 45m,2 stops,No info,21375
Vistara,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,8610
IndiGo,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 02 Jun,28h 50m,2 stops,No info,13591
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,14781
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,08:00,13:15,5h 15m,1 stop,In-flight meal not included,9134
Air India,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,07:40 10 Jun,25h 45m,2 stops,No info,10493
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:00 19 Mar,21h 20m,1 stop,In-flight meal not included,8147
SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 Jun,2h 20m,non-stop,No info,3873
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 10 Jun,17h 5m,1 stop,No info,14571
Air India,Banglore,New Delhi,BLR → VGA → HYD → DEL,10:30,21:25,10h 55m,2 stops,No info,11003
Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 04 Jun,9h 10m,1 stop,In-flight meal not included,10262
Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,18:50,16h 35m,1 stop,No info,12719
Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 25 Jun,22h 5m,1 stop,In-flight meal not included,10262
Air India,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,7171
SpiceJet,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,4423
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,17:25,01:35 10 Mar,8h 10m,1 stop,In-flight meal not included,12616
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 02 Jun,26h,2 stops,No info,12970
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 25 Mar,12h 55m,1 stop,No info,14914
Jet Airways,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,3210
GoAir,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,4632
Jet Airways,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 10 May,10h 55m,1 stop,In-flight meal not included,12373
IndiGo,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804
Multiple carriers,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9h 25m,3 stops,No info,21829
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,13587
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 29 Jun,29h 20m,2 stops,No info,12819
Air Asia,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 28 Mar,11h,1 stop,No info,6151
Jet Airways,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,8016
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,07:30,18:50,11h 20m,1 stop,No info,15135
IndiGo,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 22 May,8h 20m,1 stop,No info,6794
Vistara,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 16 May,27h 20m,1 stop,No info,8610
Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:30 19 May,30h 40m,2 stops,No info,12723
Air India,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 07 Jun,25h 15m,1 stop,No info,7662
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,17:00,01:35 10 Mar,8h 35m,1 stop,No info,14343
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 02 Jun,15h 10m,1 stop,No info,6795
SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,00:40 10 May,2h 20m,non-stop,No info,3873
IndiGo,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
Air India,Mumbai,Hyderabad,BOM → CCU → HYD,06:10,21:15,15h 5m,1 stop,No info,16666
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1 stop,No info,11098
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05 10 Jun,29h 5m,1 stop,In-flight meal not included,10539
Air India,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,9929
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20 13 May,23h 50m,1 stop,In-flight meal not included,10844
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 07 Jun,28h 50m,1 stop,No info,12692
Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:50,04:25 22 Mar,7h 35m,1 stop,In-flight meal not included,9212
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 16 May,10h 30m,1 stop,No info,13727
Air Asia,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 25 May,21h 25m,1 stop,In-flight meal not included,10844
Air India,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 28 Jun,16h 5m,1 stop,No info,7480
IndiGo,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
Jet Airways,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 19 May,13h 45m,1 stop,In-flight meal not included,12373
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,No info,7215
Air India,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 May,27h 20m,1 stop,No info,7480
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,8143
IndiGo,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 07 Jun,12h 15m,1 stop,In-flight meal not included,10844
SpiceJet,Banglore,Delhi,BLR → DEL,21:10,00:05 13 Apr,2h 55m,non-stop,No info,5621
Vistara,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 19 May,24h,1 stop,No info,9555
IndiGo,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4777
